Support Item Number,Support Item Name,Registration Group Number,Registration Group Name,Support Category Number,Support Category Number (PACE),Support Category Name,Support Category Name (PACE),Unit,Quote,Start date,End Date,ACT,NSW,NT,QLD,SA,TAS,VIC,WA,Remote,Very Remote,Non-Face-to-Face Support Provision,Provider Travel,Short Notice Cancellations.,NDIA Requested Reports,Irregular SIL Supports,Type
15_615_0118_1_3,Early Childhood Intervention Professional - Music Therapist,0118,Early Intervention Supports For Early Childhood,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20250701,20251123,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$271.59,$290.99,Y,Y,Y,Y,N,Price Limited Supports
15_615_0128_1_3,Assessment Recommendation Therapy or Training - Music Therapist,0128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20250701,20251123,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$271.59,$290.99,Y,Y,Y,Y,N,Price Limited Supports
15_615_0128_1_3,Assessment Recommendation Therapy or Training - Music Therapist,0128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20251124,99991231,$156.16,$156.16,$156.16,$156.16,$156.16,$156.16,$156.16,$156.16,$218.62,$234.24,Y,Y,Y,Y,N,Price Limited Supports
15_617_0118_1_3,Early Childhood Intervention Professional - Occupational Therapist,0118,Early Intervention Supports For Early Childhood,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20250702,99991231,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$271.59,$290.99,Y,Y,Y,Y,N,Price Limited Supports
15_617_0128_1_3,Assessment Recommendation Therapy or Training - Occupational Therapist,0128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20250701,99991231,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$271.59,$290.99,Y,Y,Y,Y,N,Price Limited Supports
15_618_0128_1_3,Assessment Recommendation Therapy or Training - Orthoptist,0128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20250701,99991231,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$271.59,$290.99,Y,Y,Y,Y,N,Price Limited Supports
15_619_0118_1_3,Early Childhood Intervention Professional - Podiatrist,0118,Early Intervention Supports For Early Childhood,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20250702,99991231,$188.99,$188.99,$188.99,$188.99,$188.99,$188.99,$188.99,$188.99,$264.59,$283.49,Y,Y,Y,Y,N,Price Limited Supports
15_619_0128_1_3,Assessment Recommendation Therapy or Training - Podiatrist,0128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20250701,99991231,$188.99,$188.99,$188.99,$188.99,$188.99,$188.99,$188.99,$188.99,$264.59,$283.49,Y,Y,Y,Y,N,Price Limited Supports
15_620_0128_1_3,Assessment Recommendation Therapy or Training - Rehabilitation Counsellor,0128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20250701,99991231,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$271.59,$290.99,Y,Y,Y,Y,N,Price Limited Supports
15_621_0118_1_3,Early Childhood Intervention Professional - Social worker,0118,Early Intervention Supports For Early Childhood,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20250702,99991231,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$271.59,$290.99,Y,Y,Y,Y,N,Price Limited Supports
15_621_0128_1_3,Assessment Recommendation Therapy or Training - Social Worker,0128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20250701,99991231,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$271.59,$290.99,Y,Y,Y,Y,N,Price Limited Supports
15_622_0118_1_3,Early Childhood Intervention Professional - Speech Pathologist,0118,Early Intervention Supports For Early Childhood,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20250702,99991231,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$271.59,$290.99,Y,Y,Y,Y,N,Price Limited Supports
15_622_0128_1_3,Assessment Recommendation Therapy or Training - Speech Pathologist,0128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20250701,99991231,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$271.59,$290.99,Y,Y,Y,Y,N,Price Limited Supports
15_625_0118_1_3,Early Childhood Intervention Professional - Early Childhood Teacher or Educator,0118,Early Intervention Supports For Early Childhood,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20250702,99991231,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$271.59,$290.99,Y,Y,Y,Y,N,Price Limited Supports
15_799_0103_6_3,Provider travel - non-labour costs,0103,Assistive Products For Personal Care And Safety,15,15,Improved Daily Living Skills,Improved Daily Living Skills,E,No,20250701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
15_799_0106_1_3,Provider travel - non-labour costs,0106,"Assistance In Coordinating Or Managing Life Stages, Transitions And Supports",15,15,Improved Daily Living Skills,Improved Daily Living Skills,E,No,20250701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
15_799_0114_1_3,Provider travel - non-labour costs,0114,Community Nursing Care,15,15,Improved Daily Living Skills,Improved Daily Living Skills,E,No,20250701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
15_799_0117_1_3,Provider travel - non-labour costs,0117,Development Of Daily Living And Life Skills,15,15,Improved Daily Living Skills,Improved Daily Living Skills,E,No,20250701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
15_799_0118_1_3,Provider travel - non-labour costs,0118,Early Intervention Supports For Early Childhood,15,15,Improved Daily Living Skills,Improved Daily Living Skills,E,No,20250701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
15_799_0119_1_3,Provider travel - non-labour costs,0119,Specialised Hearing Services,15,15,Improved Daily Living Skills,Improved Daily Living Skills,E,No,20250701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
15_799_0126_1_3,Provider travel - non-labour costs,0126,Exercise Physiology & Personal Well-being Activities,15,15,Improved Daily Living Skills,Improved Daily Living Skills,E,No,20250701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
15_799_0128_1_3,Provider travel - non-labour costs,0128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,E,No,20250701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
15_799_0134_1_3,Provider travel - non-labour costs,0134,Hearing Services,15,15,Improved Daily Living Skills,Improved Daily Living Skills,E,No,20250701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
15_799_0135_1_3,Provider travel - non-labour costs,0135,Customised Prosthetics (includes Orthotics),15,15,Improved Daily Living Skills,Improved Daily Living Skills,E,No,20250701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
Bereavement,Plan Management - Bereavement Payment,0127,Management of Funding for Supports,14,14,Improved Life Choices,Choice and Control,MON,No,20250701,99991231,$104.45,$104.45,$104.45,$104.45,$104.45,$104.45,$104.45,$104.45,$104.45,$104.45,NA,NA,NA,NA,NA,Price Limited Supports
