Support Item Number,Support Item Name,Registration Group Number,Registration Group Name,Support Category Number,Support Category Number (PACE),Support Category Name,Support Category Name (PACE),Unit,Quote,Start date,End Date,ACT,NSW,NT,QLD,SA,TAS,VIC,WA,Remote,Very Remote,Non-Face-to-Face Support Provision,Provider Travel,Short Notice Cancellations.,NDIA Requested Reports,Irregular SIL Supports,Type
05_121230811_0109_1_2,Vehicle Accessory -Trailer for wheeled mobility device,0109,Vehicle Modifications,5,5,Assistive Technology,Assistive Technology,E,No,20250701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_121290111_0109_1_2,Vehicle Modification - Engineers Certification ,0109,Vehicle Modifications,5,5,Assistive Technology,Assistive Technology,E,No,20250701,99991231,,,,,,,,,,,N,N,N,N,N,
05_121800821_0112_1_2,Bicycle - Tricycle and/or Carts adapted for specific functional needs,0112,Assistive Equipment For Recreation,5,5,Assistive Technology,Assistive Technology,E,No,20251124,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_121805111_0112_1_2,Bicycle - Adapted FOR Hand Propulsion,0112,Assistive Equipment For Recreation,5,5,Assistive Technology,Assistive Technology,E,Yes,20250701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,Quotable Supports
05_121821871_0112_1_2,Bicycle - Adaptation for Pedals/Seat/Handle Bars,0112,Assistive Equipment For Recreation,5,5,Assistive Technology,Assistive Technology,E,No,20250701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_122203811_0105_1_2,Wheelchair - Manual - Folding – Basic,0105,Personal Mobility Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20250701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_122203821_0105_1_2,Wheelchair - Manual - Folding - Custom Made,0105,Personal Mobility Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20250701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_122203891_0105_1_2,Wheelchair - Manual - Tilt In Space,0105,Personal Mobility Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20250701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_122203911_0105_1_2,Wheelchair - Manual - Rigid Frame,0105,Personal Mobility Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20250701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_122218111_0105_1_2,Wheelchair - Manual - Attendant Propel - Custom Folding/Rigid Frame,0105,Personal Mobility Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20250701,99991231,,,,,,,,,,,N,N,N,N,N,
05_122290811_0105_1_2,Wheelchair - Manual - Sport and Recreation Use,0105,Personal Mobility Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20250701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_122303811_0105_1_2,Scooter - Indoor/Outdoor use,0105,Personal Mobility Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20250701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_122303891_0105_1_2,Scooter - Heavy Duty/Robust Activity Specific,0105,Personal Mobility Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20250701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_122303911_0105_1_2,Scooter - Electric Powered – Portable,0105,Personal Mobility Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20250701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_122303991_0105_1_2,Scooter - Small Folding/Travel Light-Weight,0105,Personal Mobility Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20250701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_122306139_0105_1_2,Wheelchair - Powered - With Powered Standing Mechanism,0105,Personal Mobility Equipment,5,5,Assistive Technology,Assistive Technology,E,Yes,20250701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,Quotable Supports
05_122306191_0105_1_2,Wheelchair - Powered - All Terrain/Heavy Duty Base (WITHOUT Seating),0105,Personal Mobility Equipment,5,5,Assistive Technology,Assistive Technology,E,Yes,20250701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,Quotable Supports
05_122306811_0105_1_2,Wheelchair - Powered Base with or without Tilt - Indoor/Outdoor use,0105,Personal Mobility Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20250701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_122306824_0105_1_2,Wheelchair - Powered Base - Portable/Folding,0105,Personal Mobility Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20250701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_122403811_0105_1_2,Wheelchair Accessory - Powered Alternate Operator Control System,0105,Personal Mobility Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20250701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_122409871_0105_1_2,Wheelchair Accessory - Power-Assist Drive Technology,0105,Personal Mobility Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20250701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_122442871_0105_1_2,Wheelchair Accessory - Health-Related AT/Ventilator Carrier,0105,Personal Mobility Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20250701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_122490811_0105_1_2,Wheelchair Accessory - Powered Adjustment for Limbs or Recline orElevate,0105,Personal Mobility Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20250701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_122500821_0105_1_2,Postural Support - Seating System - Custom Made,0105,Personal Mobility Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20250701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_122503111_0105_1_2,Postural Support - Positioning - Back,0105,Personal Mobility Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20250701,99991231,,,,,,,,,,,N,N,N,N,N,
05_122506111_0105_1_2,Postural Support - Positioning - Seat,0105,Personal Mobility Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20250701,99991231,,,,,,,,,,,N,N,N,N,N,
05_122524111_0105_1_2,Postural Support - Wheelchair Accessory,0105,Personal Mobility Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20250701,99991231,,,,,,,,,,,N,N,N,N,N,
05_122524811_0105_1_2,Postural Support - Seating Componentry and Accessories,0105,Personal Mobility Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20250701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_122707821_0105_1_2,Stroller/Pram/Buggy with Specialised Seating system,0105,Personal Mobility Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20250701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_122707831_0105_1_2,Stroller/Pram/Buggy/Push Chair with Supportive Seating,0105,Personal Mobility Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20250701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_122707931_0105_1_2,Wheeled base - paediatric - height adaptable for seating,0105,Personal Mobility Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20250701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_122715831_0105_1_2,Crawlers/Mobility Boards/Trolley,0105,Personal Mobility Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20250701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_123603811_0105_1_2,Transfer AT - Mobile Hoist including Slings (x2),0105,Personal Mobility Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20250701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_123606868_0105_1_2,Transfer AT - Mobile Hoist Seat or Table,0105,Personal Mobility Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20250701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_123612811_0105_1_2,Transfer AT - Pool Environment Hoist,0105,Personal Mobility Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20250701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_123612891_0105_1_2,Transfer AT - Ceiling Hoist,0105,Personal Mobility Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20250701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_123621111_0105_1_2,Transfer AT - Sling Standard,0105,Personal Mobility Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20250701,99991231,,,,,,,,,,,N,N,N,N,N,
05_123621121_0105_1_2,Transfer AT - Sling Non-Standard,0105,Personal Mobility Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20250701,99991231,,,,,,,,,,,N,N,N,N,N,
05_150000115_0123_1_2,AT Rental - Assistive Products for Household Tasks,0123,Assistive Products For Household Tasks,5,19,Assistive Technology,"Assistive Technology Maintenance, Repair and Rental",E,No,20250701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
05_150300111_0123_2_2 ,Assistive products for preparing food and drink,0123,Assistive Products For Household Tasks,5,5,Assistive Technology,Assistive Technology,E,No,20251124,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
05_150600111_0123_2_2,Assistive products for dishwashing,0123,Assistive Products For Household Tasks,5,5,Assistive Technology,Assistive Technology,E,No,20251124,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
05_150900111_0123_2_2,Assistive products for eating and drinking,0123,Assistive Products For Household Tasks,5,5,Assistive Technology,Assistive Technology,E,No,20251124,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
05_151200111_0123_2_2,Assistive products to facilitate house cleaning,0123,Assistive Products For Household Tasks,5,5,Assistive Technology,Assistive Technology,E,No,20251124,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
05_151600111_0123_2_2,Assistive products to facilitate laundry,0123,Assistive Products For Household Tasks,5,5,Assistive Technology,Assistive Technology,E,No,20251124,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
05_151800111_0123_2_2,Assistive products to facilitate gardening,0123,Assistive Products For Household Tasks,5,5,Assistive Technology,Assistive Technology,E,No,20251124,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
05_174_0119_1_2,Hearing Services Program - Adults With High Intensity Needs (AH Only),0119,Specialised Hearing Services,5,5,Assistive Technology,Assistive Technology,E,No,20250701,99991231,,,,,,,,,,,N,N,N,N,N,
05_177_0119_1_2,Hearing Services Program - Child Under 4 Yrs (AH Only),0119,Specialised Hearing Services,5,5,Assistive Technology,Assistive Technology,E,No,20250701,99991231,,,,,,,,,,,N,N,N,N,N,
05_180315111_0103_1_2,Bed - Ancillary Furniture,0103,Assistive Products For Personal Care And Safety,5,5,Assistive Technology,Assistive Technology,E,No,20250701,99991231,,,,,,,,,,,N,N,N,N,N,
05_180909811_0103_1_2,Specialised Seating with Sit-Stand Assistance,0103,Assistive Products For Personal Care And Safety,5,5,Assistive Technology,Assistive Technology,E,No,20250701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_180915811_0103_1_2,Specialised Lounge Chair - Mobile with Pressure Management/PositioningSystems,0103,Assistive Products For Personal Care And Safety,5,5,Assistive Technology,Assistive Technology,E,No,20250701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_180921821_0103_1_2,Specialised Static Seating with Pressure Management and/or PosturalSupport,0103,Assistive Products For Personal Care And Safety,5,5,Assistive Technology,Assistive Technology,E,No,20250701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_180939882_0105_1_2,Postural Support - Modular Seating Systems,0105,Personal Mobility Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20250701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_181200711_0103_1_2,Bed - Access/Transfer Pole/Blocks/Rails/Rail-Covers,0103,Assistive Products For Personal Care And Safety,5,5,Assistive Technology,Assistive Technology,E,No,20250701,99991231,,,,,,,,,,,N,N,N,N,N,
05_181207811_0103_1_2,Bed - Manually adjusted,0103,Assistive Products For Personal Care And Safety,5,5,Assistive Technology,Assistive Technology,E,No,20250701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_181210811_0103_1_2,Bed - Electrically adjusted,0103,Assistive Products For Personal Care And Safety,5,5,Assistive Technology,Assistive Technology,E,No,20250701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_181224811_0103_1_2,Sleep Positioning System and Accessories - Custom Made,0103,Assistive Products For Personal Care And Safety,5,5,Assistive Technology,Assistive Technology,E,No,20250701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_181800111_0103_2_2,Home Safety -  Slip Resistance Coating/Grab and/or Guide Rails,0103,Assistive Products For Personal Care And Safety,5,5,Assistive Technology,Assistive Technology,E,No,20250701,99991231,,,,,,,,,,,N,N,N,N,N,
05_183015811_0103_2_2,Ramp - portable for access needs,0103,Assistive Products For Personal Care And Safety,5,5,Assistive Technology,Assistive Technology,E,No,20250701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_189900111_0123_2_2,"Customisation, adaptions, or upgrade cost to standard household items",0123,Assistive Products For Household Tasks,5,5,Assistive Technology,Assistive Technology,E,No,20251124,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
05_220300115_0113_1_2,AT Rental - Vision support or alternate access,0113,Vision Equipment,5,19,Assistive Technology,"Assistive Technology Maintenance, Repair and Rental",E,No,20250701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
05_220318811_0113_1_2,Vision - Electronic Video Magnifier,0113,Vision Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20250701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_220321811_0113_1_2,Vision - Image Enlargement Software,0113,Vision Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20250701,99991231,,,,,,,,,,,N,N,N,N,N,
05_220600112_0122_1_2,AT Rental - Hearing Devices and Accessories,0122,Hearing Equipment,5,19,Assistive Technology,"Assistive Technology Maintenance, Repair and Rental",E,No,20250701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
05_220615111_0122_1_2,Hearing device - Standard level,0122,Hearing Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20250701,99991231,,,,,,,,,,,N,N,N,N,N,
05_220615211_0122_1_2,Hearing device - Intermediate level,0122,Hearing Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20250701,99991231,,,,,,,,,,,N,N,N,N,N,
05_220615811_0122_1_2,Hearing device - Advanced level,0122,Hearing Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20250701,99991231,,,,,,,,,,,N,N,N,N,N,
05_220618811_0122_1_2,Hearing device - Non-Standard,0122,Hearing Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20250701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_220621811_0122_1_2,Hearing device - External speech processor and accessories,0122,Hearing Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20250701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_220625247_0122_1_2,Hearing accessory - Induction Loop,0122,Hearing Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20250701,99991231,,,,,,,,,,,N,N,N,N,N,
05_220627171_0122_1_2,Hearing accessory - Remote Control,0122,Hearing Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20250701,99991231,,,,,,,,,,,N,N,N,N,N,
05_220627232_0122_1_2,Hearing accessory - TV function,0122,Hearing Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20250701,99991231,,,,,,,,,,,N,N,N,N,N,
05_220627271_0122_1_2,Hearing accessory - Music device,0122,Hearing Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20250701,99991231,,,,,,,,,,,N,N,N,N,N,
05_220627811_0122_1_2,Hearing device - Personal Amplifiers/Binaural Listener,0122,Hearing Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20250701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_220906234_0124_1_2,Voice Amplifiers For Personal Use,0124,Communication And Information Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20250701,99991231,,,,,,,,,,,N,N,N,N,N,
05_221300111_0124_1_2,Communication and Information AT - Computer/Device Interfaces,0124,Communication And Information Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20251124,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
05_221315254_0124_1_2,Communication AT - Simple Button or Keys with Voice Output,0124,Communication And Information Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20250701,99991231,,,,,,,,,,,N,N,N,N,N,
05_221315811_0124_1_2,Communication - Face to Face - Electronic,0124,Communication And Information Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20250701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_221315880_0124_1_2,Personal Reader - Speech and/or Visual Output,0124,Communication And Information Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20251124,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_221336811_0113_1_2,Vision - Braille device,0113,Vision Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20250701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_222100111_0124_1_2,Communication AT: Non-Electronic Devices Books or Tools for face to face,0124,Communication And Information Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20250701,99991231,,,,,,,,,,,N,N,N,N,N,
05_222100115_0124_1_2,AT Rental - Communication and Computer access,0124,Communication And Information Equipment,5,19,Assistive Technology,"Assistive Technology Maintenance, Repair and Rental",E,No,20250701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
05_222102112_0124_1_2,Adaptive software for a communication or information access disability need,0124,Communication And Information Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20251124,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
05_222106253_0124_1_2,Communication - Amplifiers,0124,Communication And Information Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20250701,99991231,,,,,,,,,,,N,N,N,N,N,
05_222106843_0122_1_2,Hearing accessory - Remote Microphone System,0122,Hearing Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20250701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_222404225_0122_1_2,Hearing device - Specialised Landline Telephone,0122,Hearing Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20250701,99991231,,,,,,,,,,,N,N,N,N,N,
05_222404259_0113_1_2,Vision - modification to a standard item for vision impairment,0113,Vision Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20251124,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
05_222421111_0111_2_2,Home Adaptation/Access AT - Not Otherwise Described,0111,Home Modification Design And Construction,5,5,Assistive Technology,Assistive Technology,E,No,20250701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
05_222903111_0103_1_2,Adapted Devices for standard household items,0123,Assistive Products For Household Tasks,5,5,Assistive Technology,Assistive Technology,E,No,20251124,99991231,,,,,,,,,,,N,N,N,N,N,
05_222903111_0123_1_2,Adapted Devices for Phone Access/Alarms/Clocks/Programmable Memory Devices,0123,Assistive Products For Household Tasks,5,5,Assistive Technology,Assistive Technology,E,No,20250701,99991231,,,,,,,,,,,N,N,N,N,N,
05_222903266_0122_1_2,Hearing device - Baby Alert Systems,0122,Hearing Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20250701,99991231,,,,,,,,,,,N,N,N,N,N,
05_222906111_0103_1_2,Safety Device - Seizure Mat/Location Alert - Alarm System,0103,Assistive Products For Personal Care And Safety,5,5,Assistive Technology,Assistive Technology,E,No,20250701,99991231,,,,,,,,,,,N,N,N,N,N,
05_222909111_0103_1_2,Safety Device - Flashing or Vibrating Doorbell/Smoke Alert/PersonalAlarms,0103,Assistive Products For Personal Care And Safety,5,5,Assistive Technology,Assistive Technology,E,No,20250701,99991231,,,,,,,,,,,N,N,N,N,N,
05_222909111_0123_1_2,Safety Device - Adapted Smoke Detector/Doorbells,0123,Assistive Products For Household Tasks,5,5,Assistive Technology,Assistive Technology,E,No,20250701,99991231,,,,,,,,,,,N,N,N,N,N,
05_223906811_0113_1_2,Vision - Alternate format Printer,0113,Vision Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20250701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_223907278_0124_1_2,Vision - Portable Audible Player for Read Content,0124,Communication And Information Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20250701,99991231,,,,,,,,,,,N,N,N,N,N,
05_223912811_0113_1_2,Vision - Print Disability Software,0113,Vision Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20250701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_224506811_0113_1_2,Vision - Visual Navigation AT,0113,Vision Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20250701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_241303121_0123_1_2,Environmental Control (Ecu)/ Safety-Related Products,0123,Assistive Products For Household Tasks,5,5,Assistive Technology,Assistive Technology,E,Yes,20250701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,Quotable Supports
05_241327891_0124_1_2,Communication or ICT AT - Complex need interface - Eye or EMG/neural Control,0124,Communication And Information Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20250701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_242400811_0103_1_2,Device Positioning / Mounting Systems - Technology / other ,0103,Assistive Products For Personal Care And Safety,5,5,Assistive Technology,Assistive Technology,E,No,20250701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_300000111_0112_1_2,Assisitive Products - Recreation and Sport not otherwise defined ,0112,Assistive Equipment For Recreation,5,5,Assistive Technology,Assistive Technology,E,No,20250701,99991231,,,,,,,,,,,N,N,N,N,N,
05_300000113_0112_1_2,Modification to a standard Recreation/Sporting Equipment,0112,Assistive Equipment For Recreation,5,5,Assistive Technology,Assistive Technology,E,No,20251124,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
05_300000115_0112_1_2,AT Rental - Modified for accessible recreation,0112,Assistive Equipment For Recreation,5,19,Assistive Technology,"Assistive Technology Maintenance, Repair and Rental",E,No,20250701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
05_300309811_0112_1_2,Recreation AT - Game Interface,0112,Assistive Equipment For Recreation,5,5,Assistive Technology,Assistive Technology,E,No,20250701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_500000303_0103_1_2,Repairs and Maintenance - Other AT,0103,Assistive Products For Personal Care And Safety,5,19,Assistive Technology,"Assistive Technology Maintenance, Repair and Rental",E,No,20250701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
05_500403159_0103_1_1,Repairs and Maintenance - Disability-Related Health Machines,0103,Assistive Products For Personal Care And Safety,5,19,Assistive Technology,"Assistive Technology Maintenance, Repair and Rental",E,No,20250701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
05_500433443_0103_1_2,Repairs and Maintenance - Personal Care/Safety After-Hours,0103,Assistive Products For Personal Care And Safety,5,19,Assistive Technology,"Assistive Technology Maintenance, Repair and Rental",E,No,20250701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
05_500612441_0135_1_2,Repairs and Maintenance - Orthosis,0135,Customised Prosthetics (includes Orthotics),5,19,Assistive Technology,"Assistive Technology Maintenance, Repair and Rental",E,No,20250701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
05_500624304_0135_1_2,Repairs and Maintenance - Prosthesis - Minor,0135,Customised Prosthetics (includes Orthotics),5,19,Assistive Technology,"Assistive Technology Maintenance, Repair and Rental",E,No,20250701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
05_500624305_0135_1_2,Repairs and Maintenance - Prosthesis - Major,0135,Customised Prosthetics (includes Orthotics),5,19,Assistive Technology,"Assistive Technology Maintenance, Repair and Rental",E,Yes,20250701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,Quotable Supports
05_500933306_0103_1_2,Repairs and Maintenance - Bathing And Toileting AT,0103,Assistive Products For Personal Care And Safety,5,19,Assistive Technology,"Assistive Technology Maintenance, Repair and Rental",E,No,20250701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
05_501200307_0105_1_2,Repairs and Maintenance - Wheeled Mobility Minor,0105,Personal Mobility Equipment,5,19,Assistive Technology,"Assistive Technology Maintenance, Repair and Rental",E,No,20250701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
05_501200308_0105_1_2,Repairs and Maintenance - Wheeled Mobility Major,0105,Personal Mobility Equipment,5,19,Assistive Technology,"Assistive Technology Maintenance, Repair and Rental",E,Yes,20250701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,Quotable Supports
05_501212373_0109_1_2,Repairs and Maintenance - Vehicle Modification,0109,Vehicle Modifications,5,19,Assistive Technology,"Assistive Technology Maintenance, Repair and Rental",E,No,20250701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
05_501224309_0105_1_2,Tyre - Wheeled mobility,0105,Personal Mobility Equipment,5,19,Assistive Technology,"Assistive Technology Maintenance, Repair and Rental",E,No,20250701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
05_501224310_0105_1_2,Wheelchair or Scooter - Battery or Charger,0105,Personal Mobility Equipment,5,19,Assistive Technology,"Assistive Technology Maintenance, Repair and Rental",E,No,20250701,99991231,,,,,,,,,,,N,N,N,N,N,
05_501236025_0105_1_2,Repairs and Maintenance - Transfer AT,0105,Personal Mobility Equipment,5,19,Assistive Technology,"Assistive Technology Maintenance, Repair and Rental",E,No,20250701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
