Support Item Number,Support Item Name,Registration Group Number,Registration Group Name,Support Category Number,Support Category Number (PACE),Support Category Name,Support Category Name (PACE),Unit,Quote,Start date,End Date,National,Remote,Very Remote,Non-Face-to-Face Support Provision,Provider Travel,Short Notice Cancellations.,NDIA Requested Reports,Irregular SIL Supports,Type
10_011_0128_5_3_NF,Employment Therapy - Other Professional - Non-Face-to-Face,0128,Therapeutic Supports,10,10,Finding and Keeping a Job,Finding and Keeping a Job,H,No,20260701,99991231,156.16,218.62,234.24,N,N,N,N,N,Priced Supports
10_011_0128_5_3_PT,Employment Therapy - Other Professional - Provider Travel,0128,Therapeutic Supports,10,10,Finding and Keeping a Job,Finding and Keeping a Job,H,No,20260701,99991231,78.08,109.31,117.12,N,N,N,N,N,Priced Supports
10_011_0128_5_3_RR,Employment Therapy - Other Professional - NDIA Requested Reports,0128,Therapeutic Supports,10,10,Finding and Keeping a Job,Finding and Keeping a Job,H,No,20260701,99991231,156.16,218.62,234.24,N,N,N,N,N,Priced Supports
10_011_0128_5_3_TH,Employment Therapy - Other Professional - Telehealth,0128,Therapeutic Supports,10,10,Finding and Keeping a Job,Finding and Keeping a Job,H,No,20260701,99991231,156.16,218.62,234.24,N,N,N,N,N,Priced Supports
10_016_0102_5_3,Employment Assistance,0102,Assistance to Access and Maintain Employment or higher education,10,10,Finding and Keeping a Job,Finding and Keeping a Job,H,No,20260701,99991231,83.87,117.42,125.81,Y,Y,Y,Y,N,Priced Supports
10_021_0102_5_3,School Leaver Employment Supports,0102,Assistance to Access and Maintain Employment or higher education,10,10,Finding and Keeping a Job,Finding and Keeping a Job,E,No,20260701,99991231,,,,N,N,N,N,N,
10_054_0128_5_3,Employment Therapy - Psychologist - Direct Service,0128,Therapeutic Supports,10,10,Finding and Keeping a Job,Finding and Keeping a Job,H,No,20260701,99991231,252.99,354.19,379.49,N,N,N,N,N,Priced Supports
10_054_0128_5_3_CA,Employment Therapy - Psychologist - Cancellation,0128,Therapeutic Supports,10,10,Finding and Keeping a Job,Finding and Keeping a Job,H,No,20260701,99991231,252.99,354.19,379.49,N,N,N,N,N,Priced Supports
10_054_0128_5_3_NF,Employment Therapy - Psychologist - Non-Face-to-Face,0128,Therapeutic Supports,10,10,Finding and Keeping a Job,Finding and Keeping a Job,H,No,20260701,99991231,252.99,354.19,379.49,N,N,N,N,N,Priced Supports
10_054_0128_5_3_PT,Employment Therapy - Psychologist - Provider Travel,0128,Therapeutic Supports,10,10,Finding and Keeping a Job,Finding and Keeping a Job,H,No,20260701,99991231,126.5,177.1,189.75,N,N,N,N,N,Priced Supports
10_054_0128_5_3_RR,Employment Therapy - Psychologist - NDIA Requested Reports,0128,Therapeutic Supports,10,10,Finding and Keeping a Job,Finding and Keeping a Job,H,No,20260701,99991231,252.99,354.19,379.49,N,N,N,N,N,Priced Supports
10_054_0128_5_3_TH,Employment Therapy - Psychologist - Telehealth,0128,Therapeutic Supports,10,10,Finding and Keeping a Job,Finding and Keeping a Job,H,No,20260701,99991231,252.99,354.19,379.49,N,N,N,N,N,Priced Supports
10_055_0128_5_3,Employment Therapy - Physiotherapist - Direct Service,0128,Therapeutic Supports,10,10,Finding and Keeping a Job,Finding and Keeping a Job,H,No,20260701,99991231,183.99,257.59,275.99,N,N,N,N,N,Priced Supports
10_055_0128_5_3_CA,Employment Therapy - Physiotherapist - Cancellation,0128,Therapeutic Supports,10,10,Finding and Keeping a Job,Finding and Keeping a Job,H,No,20260701,99991231,183.99,257.59,275.99,N,N,N,N,N,Priced Supports
10_055_0128_5_3_NF,Employment Therapy - Physiotherapist - Non-Face-to-Face,0128,Therapeutic Supports,10,10,Finding and Keeping a Job,Finding and Keeping a Job,H,No,20260701,99991231,183.99,257.59,275.99,N,N,N,N,N,Priced Supports
10_055_0128_5_3_PT,Employment Therapy - Physiotherapist - Provider Travel,0128,Therapeutic Supports,10,10,Finding and Keeping a Job,Finding and Keeping a Job,H,No,20260701,99991231,92.0,128.8,138.0,N,N,N,N,N,Priced Supports
10_055_0128_5_3_RR,Employment Therapy - Physiotherapist - NDIA Requested Reports,0128,Therapeutic Supports,10,10,Finding and Keeping a Job,Finding and Keeping a Job,H,No,20260701,99991231,183.99,257.59,275.99,N,N,N,N,N,Priced Supports
10_055_0128_5_3_TH,Employment Therapy - Physiotherapist - Telehealth,0128,Therapeutic Supports,10,10,Finding and Keeping a Job,Finding and Keeping a Job,H,No,20260701,99991231,183.99,257.59,275.99,N,N,N,N,N,Priced Supports
10_101_0106_6_3,Psychosocial Recovery Coaching - Weekday Daytime,0106,"Assistance In Coordinating Or Managing Life Stages, Transitions And Supports",10,10,Finding and Keeping a Job,Finding and Keeping a Job,H,No,20260701,99991231,110.44,154.62,165.66,Y,Y,Y,N,N,Priced Supports
10_590_0102_5_3,Activity Based Transport,0102,Assistance to Access and Maintain Employment or higher education,10,10,Finding and Keeping a Job,Finding and Keeping a Job,E,No,20260701,99991231,1.0,1.0,1.0,N,N,N,N,N,Unit Price = $1
10_590_0133_5_3,Activity Based Transport,0133,Specialised Supported Employment,10,10,Finding and Keeping a Job,Finding and Keeping a Job,E,No,20260701,99991231,1.0,1.0,1.0,N,N,N,N,N,Unit Price = $1
10_599_0133_5_3,Centre Capital Cost,0133,Specialised Supported Employment,10,10,Finding and Keeping a Job,Finding and Keeping a Job,H,No,20260701,99991231,2.71,3.79,4.07,N,N,Y,N,N,Priced Supports
10_613_0128_5_3,Employment Therapy - Developmental Educator - Direct Service,0128,Therapeutic Supports,10,10,Finding and Keeping a Job,Finding and Keeping a Job,H,No,20260701,99991231,193.99,271.59,290.99,N,N,N,N,N,Priced Supports
10_613_0128_5_3_CA,Employment Therapy - Developmental Educator - Cancellation,0128,Therapeutic Supports,10,10,Finding and Keeping a Job,Finding and Keeping a Job,H,No,20260701,99991231,193.99,271.59,290.99,N,N,N,N,N,Priced Supports
10_613_0128_5_3_NF,Employment Therapy - Developmental Educator - Non-Face-to-Face,0128,Therapeutic Supports,10,10,Finding and Keeping a Job,Finding and Keeping a Job,H,No,20260701,99991231,193.99,271.59,290.99,N,N,N,N,N,Priced Supports
10_613_0128_5_3_PT,Employment Therapy - Developmental Educator - Provider Travel,0128,Therapeutic Supports,10,10,Finding and Keeping a Job,Finding and Keeping a Job,H,No,20260701,99991231,97.0,135.8,145.5,N,N,N,N,N,Priced Supports
10_613_0128_5_3_RR,Employment Therapy - Developmental Educator - NDIA Requested Reports,0128,Therapeutic Supports,10,10,Finding and Keeping a Job,Finding and Keeping a Job,H,No,20260701,99991231,193.99,271.59,290.99,N,N,N,N,N,Priced Supports
10_613_0128_5_3_TH,Employment Therapy - Developmental Educator - Telehealth,0128,Therapeutic Supports,10,10,Finding and Keeping a Job,Finding and Keeping a Job,H,No,20260701,99991231,193.99,271.59,290.99,N,N,N,N,N,Priced Supports
10_617_0128_5_3,Employment Therapy - Occupational Therapist - Direct Service,0128,Therapeutic Supports,10,10,Finding and Keeping a Job,Finding and Keeping a Job,H,No,20260701,99991231,193.99,271.59,290.99,N,N,N,N,N,Priced Supports
10_617_0128_5_3_CA,Employment Therapy - Occupational Therapist - Cancellation,0128,Therapeutic Supports,10,10,Finding and Keeping a Job,Finding and Keeping a Job,H,No,20260701,99991231,193.99,271.59,290.99,N,N,N,N,N,Priced Supports
10_617_0128_5_3_NF,Employment Therapy - Occupational Therapist - Non-Face-to-Face,0128,Therapeutic Supports,10,10,Finding and Keeping a Job,Finding and Keeping a Job,H,No,20260701,99991231,193.99,271.59,290.99,N,N,N,N,N,Priced Supports
10_617_0128_5_3_PT,Employment Therapy - Occupational Therapist - Provider Travel,0128,Therapeutic Supports,10,10,Finding and Keeping a Job,Finding and Keeping a Job,H,No,20260701,99991231,97.0,135.8,145.5,N,N,N,N,N,Priced Supports
10_617_0128_5_3_RR,Employment Therapy - Occupational Therapist - NDIA Requested Reports,0128,Therapeutic Supports,10,10,Finding and Keeping a Job,Finding and Keeping a Job,H,No,20260701,99991231,193.99,271.59,290.99,N,N,N,N,N,Priced Supports
10_617_0128_5_3_TH,Employment Therapy - Occupational Therapist - Telehealth,0128,Therapeutic Supports,10,10,Finding and Keeping a Job,Finding and Keeping a Job,H,No,20260701,99991231,193.99,271.59,290.99,N,N,N,N,N,Priced Supports
10_620_0128_5_3,Employment Therapy - Rehabilitation Counsellor - Direct Service,0128,Therapeutic Supports,10,10,Finding and Keeping a Job,Finding and Keeping a Job,H,No,20260701,99991231,193.99,271.59,290.99,N,N,N,N,N,Priced Supports
10_620_0128_5_3_CA,Employment Therapy - Rehabilitation Counsellor - Cancellation,0128,Therapeutic Supports,10,10,Finding and Keeping a Job,Finding and Keeping a Job,H,No,20260701,99991231,193.99,271.59,290.99,N,N,N,N,N,Priced Supports
10_620_0128_5_3_NF,Employment Therapy - Rehabilitation Counsellor - Non-Face-to-Face,0128,Therapeutic Supports,10,10,Finding and Keeping a Job,Finding and Keeping a Job,H,No,20260701,99991231,193.99,271.59,290.99,N,N,N,N,N,Priced Supports
10_620_0128_5_3_PT,Employment Therapy - Rehabilitation Counsellor - Provider Travel,0128,Therapeutic Supports,10,10,Finding and Keeping a Job,Finding and Keeping a Job,H,No,20260701,99991231,97.0,135.8,145.5,N,N,N,N,N,Priced Supports
10_620_0128_5_3_RR,Employment Therapy - Rehabilitation Counsellor - NDIA Requested Reports,0128,Therapeutic Supports,10,10,Finding and Keeping a Job,Finding and Keeping a Job,H,No,20260701,99991231,193.99,271.59,290.99,N,N,N,N,N,Priced Supports
10_620_0128_5_3_TH,Employment Therapy - Rehabilitation Counsellor - Telehealth,0128,Therapeutic Supports,10,10,Finding and Keeping a Job,Finding and Keeping a Job,H,No,20260701,99991231,193.99,271.59,290.99,N,N,N,N,N,Priced Supports
10_622_0128_5_3,Employment Therapy - Speech Pathologist - Direct Service,0128,Therapeutic Supports,10,10,Finding and Keeping a Job,Finding and Keeping a Job,H,No,20260701,99991231,193.99,271.59,290.99,N,N,N,N,N,Priced Supports
10_622_0128_5_3_CA,Employment Therapy - Speech Pathologist - Cancellation,0128,Therapeutic Supports,10,10,Finding and Keeping a Job,Finding and Keeping a Job,H,No,20260701,99991231,193.99,271.59,290.99,N,N,N,N,N,Priced Supports
10_622_0128_5_3_NF,Employment Therapy - Speech Pathologist - Non-Face-to-Face,0128,Therapeutic Supports,10,10,Finding and Keeping a Job,Finding and Keeping a Job,H,No,20260701,99991231,193.99,271.59,290.99,N,N,N,N,N,Priced Supports
10_622_0128_5_3_PT,Employment Therapy - Speech Pathologist - Provider Travel,0128,Therapeutic Supports,10,10,Finding and Keeping a Job,Finding and Keeping a Job,H,No,20260701,99991231,97.0,135.8,145.5,N,N,N,N,N,Priced Supports
10_622_0128_5_3_RR,Employment Therapy - Speech Pathologist - NDIA Requested Reports,0128,Therapeutic Supports,10,10,Finding and Keeping a Job,Finding and Keeping a Job,H,No,20260701,99991231,193.99,271.59,290.99,N,N,N,N,N,Priced Supports
10_622_0128_5_3_TH,Employment Therapy - Speech Pathologist - Telehealth,0128,Therapeutic Supports,10,10,Finding and Keeping a Job,Finding and Keeping a Job,H,No,20260701,99991231,193.99,271.59,290.99,N,N,N,N,N,Priced Supports
10_799_0102_5_3,Provider travel - non-labour costs,0102,Assistance to Access and Maintain Employment or higher education,10,10,Finding and Keeping a Job,Finding and Keeping a Job,E,No,20260701,99991231,1.0,1.0,1.0,N,N,N,N,N,Unit Price = $1
10_799_0128_5_3,Provider travel - non-labour costs,0128,Therapeutic Supports,10,10,Finding and Keeping a Job,Finding and Keeping a Job,E,No,20260701,99991231,1.0,1.0,1.0,N,N,N,N,N,Unit Price = $1
10_799_0133_5_3,Provider travel - non-labour costs,0133,Specialised Supported Employment,10,10,Finding and Keeping a Job,Finding and Keeping a Job,E,No,20260701,99991231,1.0,1.0,1.0,N,N,N,N,N,Unit Price = $1
10_806_0133_5_1,Supports in Employment - Weekday Daytime,0133,Specialised Supported Employment,10,10,Finding and Keeping a Job,Finding and Keeping a Job,H,No,20260701,99991231,73.58,103.01,110.37,Y,Y,Y,Y,N,Priced Supports
11_022_0110_7_3,Specialist Behavioural Intervention Support - Direct Service,0110,Specialist Positive Behaviour Support,11,20,Improved Relationships,Behaviour Support,H,No,20260701,99991231,252.99,354.19,379.49,N,N,N,N,N,Priced Supports
11_022_0110_7_3_CA,Specialist Behavioural Intervention Support - Cancellation,0110,Specialist Positive Behaviour Support,11,20,Improved Relationships,Behaviour Support,H,No,20260701,99991231,252.99,354.19,379.49,N,N,N,N,N,Priced Supports
11_022_0110_7_3_NF,Specialist Behavioural Intervention Support - Non-Face-to-Face,0110,Specialist Positive Behaviour Support,11,20,Improved Relationships,Behaviour Support,H,No,20260701,99991231,252.99,354.19,379.49,N,N,N,N,N,Priced Supports
11_022_0110_7_3_PT,Specialist Behavioural Intervention Support - Provider Travel,0110,Specialist Positive Behaviour Support,11,20,Improved Relationships,Behaviour Support,H,No,20260701,99991231,126.5,177.1,189.75,N,N,N,N,N,Priced Supports
11_022_0110_7_3_RR,Specialist Behavioural Intervention Support - NDIA Requested Reports,0110,Specialist Positive Behaviour Support,11,20,Improved Relationships,Behaviour Support,H,No,20260701,99991231,252.99,354.19,379.49,N,N,N,N,N,Priced Supports
11_022_0110_7_3_TH,Specialist Behavioural Intervention Support - Telehealth,0110,Specialist Positive Behaviour Support,11,20,Improved Relationships,Behaviour Support,H,No,20260701,99991231,252.99,354.19,379.49,N,N,N,N,N,Priced Supports
11_023_0110_7_3,Behaviour Management Plan Implementation - Direct Service,0110,Specialist Positive Behaviour Support,11,20,Improved Relationships,Behaviour Support,H,No,20260701,99991231,252.99,354.19,379.49,N,N,N,N,N,Priced Supports
11_023_0110_7_3_CA,Behaviour Management Plan Implementation - Cancellation,0110,Specialist Positive Behaviour Support,11,20,Improved Relationships,Behaviour Support,H,No,20260701,99991231,252.99,354.19,379.49,N,N,N,N,N,Priced Supports
11_023_0110_7_3_NF,Behaviour Management Plan Implementation - Non-Face-to-Face,0110,Specialist Positive Behaviour Support,11,20,Improved Relationships,Behaviour Support,H,No,20260701,99991231,252.99,354.19,379.49,N,N,N,N,N,Priced Supports
11_023_0110_7_3_PT,Behaviour Management Plan Implementation - Provider Travel,0110,Specialist Positive Behaviour Support,11,20,Improved Relationships,Behaviour Support,H,No,20260701,99991231,126.5,177.1,189.75,N,N,N,N,N,Priced Supports
11_023_0110_7_3_RR,Behaviour Management Plan Implementation - NDIA Requested Reports,0110,Specialist Positive Behaviour Support,11,20,Improved Relationships,Behaviour Support,H,No,20260701,99991231,252.99,354.19,379.49,N,N,N,N,N,Priced Supports
11_023_0110_7_3_TH,Behaviour Management Plan Implementation - Telehealth,0110,Specialist Positive Behaviour Support,11,20,Improved Relationships,Behaviour Support,H,No,20260701,99991231,252.99,354.19,379.49,N,N,N,N,N,Priced Supports
11_024_0117_7_3,Individual Social Skills Development,0117,Development Of Daily Living And Life Skills,11,11,Improved Relationships,Relationships,H,No,20260701,99991231,83.87,117.42,125.81,Y,Y,Y,Y,N,Priced Supports
11_590_0117_7_3,Activity Based Transport,0117,Development Of Daily Living And Life Skills,11,11,Improved Relationships,Relationships,E,No,20260701,99991231,1.0,1.0,1.0,N,N,N,N,N,Unit Price = $1
11_799_0110_7_3,Provider travel - non-labour costs,0110,Specialist Positive Behaviour Support,11,20,Improved Relationships,Behaviour Support,E,No,20260701,99991231,1.0,1.0,1.0,N,N,N,N,N,Unit Price = $1
11_799_0117_7_3,Provider travel - non-labour costs,0117,Development Of Daily Living And Life Skills,11,11,Improved Relationships,Relationships,E,No,20260701,99991231,1.0,1.0,1.0,N,N,N,N,N,Unit Price = $1
12_025_0128_3_3,Therapy - Dietitian - Direct Service,0128,Therapeutic Supports,12,12,Improved Health and Wellbeing,Health and Wellbeing,H,No,20260701,99991231,178.99,250.59,268.49,N,N,N,N,N,Priced Supports
12_025_0128_3_3_CA,Therapy - Dietitian - Cancellation,0128,Therapeutic Supports,12,12,Improved Health and Wellbeing,Health and Wellbeing,H,No,20260701,99991231,178.99,250.59,268.49,N,N,N,N,N,Priced Supports
12_025_0128_3_3_NF,Therapy - Dietitian - Non-Face-to-Face,0128,Therapeutic Supports,12,12,Improved Health and Wellbeing,Health and Wellbeing,H,No,20260701,99991231,178.99,250.59,268.49,N,N,N,N,N,Priced Supports
12_025_0128_3_3_PT,Therapy - Dietitian - Provider Travel,0128,Therapeutic Supports,12,12,Improved Health and Wellbeing,Health and Wellbeing,H,No,20260701,99991231,89.5,125.3,134.25,N,N,N,N,N,Priced Supports
12_025_0128_3_3_RR,Therapy - Dietitian - NDIA Requested Reports,0128,Therapeutic Supports,12,12,Improved Health and Wellbeing,Health and Wellbeing,H,No,20260701,99991231,178.99,250.59,268.49,N,N,N,N,N,Priced Supports
12_025_0128_3_3_TH,Therapy - Dietitian - Telehealth,0128,Therapeutic Supports,12,12,Improved Health and Wellbeing,Health and Wellbeing,H,No,20260701,99991231,178.99,250.59,268.49,N,N,N,N,N,Priced Supports
12_027_0126_3_3,Therapy - Exercise Physiologist - Direct Service,0126,Exercise Physiology & Personal Well-being Activities,12,12,Improved Health and Wellbeing,Health and Wellbeing,H,No,20260701,99991231,161.99,226.79,242.99,N,N,N,N,N,Priced Supports
